 Warehouse, Item Group,Item Code,Item Description,UOM,Opening Balance Qty.,Receipt Qty.,Issued Qty.,Rejected Qty.,Reserve,Reworkable Qty.,Scrap Qty.,Closing Balance Qty.
FINISHED GOODS - SEC,Balco Circular,AL0.75MPMEDPT-90,AL0.75MPMEDPT-90,KG,0.00,220.72,220.72,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,1.0957,CU0.56DCSBMEDPT-25,CU0.56DCSBMEDPT-25,KG,695.26,459.46,1154.73,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,1.0957,CU0.87DCFINEPT-180,CU0.87DCFINEPT-180,KG,0.00,13498.46,13333.34,0.00,0.00,0.00,0.00,165.12
FINISHED GOODS - SEC,1.0957,CU0.95DCMEDPT-180,CU0.95DCMEDPT-180,KG,0.00,12871.56,12750.48,0.00,0.00,0.00,0.00,121.08
FINISHED GOODS - SEC,1.0957,CU2.24MCMEDPT-90,CU2.24MCMEDPT-90,KG,0.00,2773.89,2773.89,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,1.0957,CU2DCMEDPT-90,CU2DCMEDPT-90,KG,814.90,8910.84,9725.74,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.35MCFINEPT-90,CU0.35MCFINEPT-90,KG,70.59,0.00,70.59,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.45DCFINEPT-90,CU0.45DCFINEPT-90,KG,245.52,0.00,245.52,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.55DCFINEPT-90,CU0.55DCFINEPT-90,KG,212.70,6095.05,6063.32,0.00,0.00,0.00,0.00,244.43
FINISHED GOODS - SEC,Denso,CU0.58DCMEDPT-90,CU0.58DCMEDPT-90,KG,395.26,8268.92,8516.56,0.00,0.00,0.00,0.00,147.63
FINISHED GOODS - SEC,Denso,CU0.65DCMEDPT-90,CU0.65DCMEDPT-90,KG,0.00,7071.06,6914.32,0.00,0.00,0.00,0.00,156.74
FINISHED GOODS - SEC,Denso,CU0.6DCFINEPT-90,CU0.6DCFINEPT-90,KG,81.56,2229.45,1253.56,0.00,0.00,0.00,0.00,1057.46
FINISHED GOODS - SEC,Denso,CU0.73DCFINEPT-90,CU0.73DCFINEPT-90,KG,27.81,0.00,0.00,0.00,0.00,0.00,0.00,27.81
FINISHED GOODS - SEC,Denso,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,1204.08,18670.29,18698.40,0.00,0.00,0.00,0.00,1175.98
FINISHED GOODS - SEC,Denso,CU0.8DCMEDPT-90,CU0.8DCMEDPT-90,KG,0.00,4572.86,3838.74,0.00,0.00,0.00,0.00,734.13
FINISHED GOODS - SEC,Denso,CU0.95DCMEDPT-90,CU0.95DCMEDPT-90,KG,670.05,11383.00,9886.28,0.00,0.00,0.00,0.00,2166.78
FINISHED GOODS - SEC,Denso,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,872.96,39966.97,39302.05,0.00,0.00,0.00,0.00,1537.88
FINISHED GOODS - SEC,Denso,CU1DCFINEPT90,CU1DCFINEPT90,KG,161.94,25954.64,24405.43,0.00,0.00,0.00,0.00,1711.15
FINISHED GOODS - SEC,Denso,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,841.52,17625.50,17505.97,0.00,0.00,0.00,0.00,961.04
FINISHED GOODS - SEC,Denso,cu0.65dcfinept-90,CU0.65DCFINEPT-90,KG,474.74,658.59,243.71,0.00,0.00,0.00,0.00,889.62
FINISHED GOODS - SEC,Monthly WWMA,CU0.55DCFINEPT-45,CU0.55DCFINEPT-45,KG,46.99,7395.38,7278.82,0.00,0.00,0.00,0.00,163.54
FINISHED GOODS - SEC,Monthly WWMA,CU0.55MCFINEPT-45,CU0.55MCFINEPT-45,KG,278.34,18187.70,15320.67,0.00,0.00,0.00,0.00,3145.37
FINISHED GOODS - SEC,Monthly WWMA,CU0.57MCFINEPT-45,CU0.57MCFINEPT-45,KG,153.98,3337.08,2948.02,0.00,0.00,0.00,0.00,543.03
FINISHED GOODS - SEC,Monthly WWMA,CU0.65DCFINEPT-45,CU0.65DCFINEPT-45,KG,32.94,0.00,0.00,0.00,0.00,0.00,0.00,32.94
FINISHED GOODS - SEC,Monthly WWMA,CU0.65MCFINEPT-45,CU0.65MCFINEPT-45,KG,1036.66,1211.62,2143.44,0.00,0.00,0.00,0.00,104.84
FINISHED GOODS - SEC,Monthly WWMA,CU0.6DCFINEPT-45,CU0.6DCFINEPT-45,KG,38.66,7234.10,6614.80,0.00,0.00,0.00,0.00,657.98
FINISHED GOODS - SEC,PROV,CU0.53MPMEDPT-90,CU0.53MPMEDPT-90,KG,0.00,2537.84,2048.58,0.00,0.00,0.00,0.00,489.26
FINISHED GOODS - SEC,PROV,CU0.67MPMEDPT-90,CU0.67MPMEDPT-90,KG,0.00,2040.27,1958.56,0.00,0.00,0.00,0.00,81.72
FINISHED GOODS - SEC,PROV,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,2000.28,26604.79,27938.74,0.00,0.00,0.00,0.00,666.32
FINISHED GOODS - SEC,PROV,CU27MPMEDPT-25,CU27MPMEDPT-25,KG,18.14,1669.34,1301.86,0.00,0.00,0.00,0.00,385.62
FINISHED GOODS - SEC,PROV,CU29MPMEDPT-25,CU29MPMEDPT-25,KG,20.20,0.00,20.20,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU30MPMEDPT-10,CU30MPMEDPT-10,KG,0.00,5412.24,5252.43,0.00,0.00,0.00,0.00,159.80
FINISHED GOODS - SEC,PROV,CU31MPMEDPT-10,CU31MPMEDPT-10,KG,0.00,582.81,582.81,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU32MPMEDPT-10,CU32MPMEDPT-10,KG,14.91,5781.27,5781.27,0.00,0.00,0.00,0.00,14.91
FINISHED GOODS - SEC,PROV,CU33MPMEDPT-10,CU33MPMEDPT-10,KG,111.74,1466.62,937.64,0.00,0.00,0.00,0.00,640.73
FINISHED GOODS - SEC,PROV,CU34MPMEDPT-10,CU34MPMEDPT-10,KG,314.76,6192.66,4658.68,0.00,0.00,0.00,0.00,1848.74
FINISHED GOODS - SEC,PROV,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,0.00,5239.02,5239.02,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,0.00,953.96,953.96,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU37MPMEDPT-10,CU37MPMEDPT-10,KG,24.89,50.44,0.00,0.00,0.00,0.00,0.00,75.33
FINISHED GOODS - SEC,PROV,cu30mpmedpt-25,CU30MPMEDPT-25,KG,0.00,1739.64,1739.64,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU0.72MPMEDPT-45,CU0.72MPMEDPT-45,KG,11.34,12328.36,12339.70,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,426.66,19771.38,20198.04,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU37*3SSMEDPT-10,CU37*3SSMEDPT-10,KG,111.68,475.84,520.98,0.00,0.00,0.00,0.00,66.54
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU42SSFINEPT-4,CU42SSFINEPT-4,KG,0.00,764.20,749.26,0.00,0.00,0.00,0.00,14.94
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,cu42*10ssfinept-10,CU42*10SSFINEPT-10,KG,0.00,86.42,86.42,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.112SSFINEPT-4,CU0.112SSFINEPT-4,KG,0.00,591.32,591.32,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.508SSMEDPT-25,CU0.508SSMEDPT-25,KG,7.31,0.00,0.00,0.00,0.00,0.00,0.00,7.31
FINISHED GOODS - SEC,Weekly WWMA,CU0.75DCMEDPT-45,CU0.75DCMEDPT-45,KG,492.08,1579.75,2071.82,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.87MPMEDPT-90,CU0.87MPMEDPT-90,KG,0.00,3644.40,3621.70,0.00,0.00,0.00,0.00,22.70
FINISHED GOODS - SEC,Weekly WWMA,CU25MPFINEPT-25,CU25MPFINEPT-25,KG,398.08,1019.88,1417.96,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU26MPFINEPT-25,CU26MPFINEPT-25,KG,0.00,6964.44,6964.44,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU28DCMEDPT-25,CU28DCMEDPT-25,KG,0.00,501.46,501.46,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU28MPFINEPT-25,CU28MPFINEPT-25,KG,6.71,6558.03,6558.03,0.00,0.00,0.00,0.00,6.71
FINISHED GOODS - SEC,Weekly WWMA,CU28MPMEDPT-25,CU28MPMEDPT-25,KG,369.08,929.68,877.48,0.00,0.00,0.00,0.00,421.27
FINISHED GOODS - SEC,Weekly WWMA,CU29MPFINEPT25,CU29MPFINEPT25,KG,0.00,4759.92,4759.92,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU31MPFINEPT-10,CU31MPFINEPT-10,KG,22.75,2160.66,2183.40,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU32MPFINEPT-10,CU32MPFINEPT-10,KG,0.00,4669.76,4669.76,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU35MPFINEPT-10,CU35MPFINEPT-10,KG,295.54,4482.02,4777.56,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU37MPFINEPT-10,CU37MPFINEPT-10,KG,0.00,1895.90,1895.90,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU38MPFINEPT-10,CU38MPFINEPT-10,KG,0.00,4539.66,3952.90,0.00,0.00,0.00,0.00,586.75
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.115SSFINEPT-4,CU0.115SSFINEPT-4,KG,0.00,1257.20,1017.05,0.00,0.00,0.00,0.00,240.14
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.11SSFINEPT-4,CU0.11SSFINEPT-4,KG,948.28,1397.17,2339.43,0.00,0.00,0.00,0.00,6.02
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.12SSFINEPT-4,CU0.12SSFINEPT-4,KG,392.49,8.11,400.60,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.15SSFINEPT-10,CU0.15SSFINEPT-10,KG,5.96,2787.66,2325.49,0.00,0.00,0.00,0.00,468.13
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.17SSFINEPT-10,CU0.17SSFINEPT-10,KG,98.36,557.61,644.12,0.00,0.00,0.00,0.00,11.85
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.18SSFINEPT-10,CU0.18SSFINEPT-10,KG,0.00,1049.77,1049.77,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.19SSFINEPT-10,CU0.19SSFINEPT-10,KG,1.00,51.62,52.62,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.1SSFINEPT-4,CU0.1SSFINEPT-4,KG,200.61,0.00,200.61,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.21SSFINEPT-10,CU0.21SSFINEPT-10,KG,0.00,682.97,682.97,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.22SSMEDPT-10,CU0.22SSMEDPT-10,KG,129.41,2525.64,2651.18,0.00,0.00,0.00,0.00,3.88
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.23SSFINEPT-10,CU0.23SSFINEPT-10,KG,491.16,3460.37,3927.04,0.00,0.00,0.00,0.00,24.48
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.23SSMEDPT-10,CU0.23SSMEDPT-10,KG,0.00,3537.77,3462.66,0.00,0.00,0.00,0.00,75.10
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.26SSFINEPT-10,CU0.26SSFINEPT-10,KG,23.62,42.22,0.00,0.00,0.00,0.00,0.00,65.84
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.27MCFINEPT-10,CU0.27MCFINEPT-10,KG,0.00,744.21,744.21,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.27SSFINEPT-10,CU0.27SSFINEPT-10,KG,0.00,537.44,537.44,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.29MCFINEPT-25,CU0.29MCFINEPT-25,KG,0.00,1734.45,1734.45,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.363SSFINEPT-25,CU0.363SSFINEPT-25,KG,0.00,593.42,593.42,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.363hssfINEPT-25,CU0.363HSSFINEPT-25,KG,511.31,1359.61,1870.92,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU1.05HCMEDM-266,CU1.05HCMEDM-266,KG,149.38,485.56,456.00,0.00,0.00,0.00,0.00,178.94
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU1.1HCMEDM-266,CU1.1HCMEDM-266,KG,139.20,533.62,649.15,0.00,0.00,0.00,0.00,23.67
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU16.5MPMEDM-266,CU16.5MPMEDM-266,KG,58.94,0.00,0.00,0.00,0.00,0.00,0.00,58.94
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU16MPMEDM-266,CU16MPMEDM-266,KG,427.42,552.90,980.32,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU17.5MPMEDM-266,CU17.5MPMEDM-266,KG,461.88,80.64,146.28,0.00,0.00,0.00,0.00,396.24
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU17MPMEDM-266,CU17MPMEDM-266,KG,266.64,192.29,458.94,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU18.25MPMEDM-266,CU18.25MPMEDM-266,KG,0.00,733.90,0.00,0.00,0.00,0.00,0.00,733.90
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU18.5MPMEDM-266,CU18.5MPMEDM-266,KG,105.36,766.28,871.64,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU18MPMEDM-266,CU18MPMEDM-266,KG,970.21,0.00,359.33,0.00,0.00,0.00,0.00,610.88
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19.5FCMEDM-266,CU19.5FCMEDM-266,KG,0.00,160.94,160.94,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19.5MPMEDPT-25,CU19.5MPMEDPT-25,KG,46.88,752.78,611.32,0.00,0.00,0.00,0.00,188.34
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19HCMEDM-266,CU19HCMEDM-266,KG,20.28,0.00,20.28,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19MPMEDM-266,CU19MPMEDM-266,KG,102.11,278.12,363.08,0.00,0.00,0.00,0.00,17.16
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20.5HCMEDPT-25,CU20.5HCMEDPT-25,KG,0.00,400.54,377.02,0.00,0.00,0.00,0.00,23.52
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20.5MPMEDPT-25,CU20.5MPMEDPT-25,KG,835.24,0.00,166.86,0.00,0.00,0.00,0.00,668.38
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20DCMEDM-266,CU20DCMEDM-266,KG,0.00,600.18,600.18,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20HCMEDM-266,CU20HCMEDM-266,KG,71.28,316.26,299.52,0.00,0.00,0.00,0.00,88.02
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20HCMEDPT-25,CU20HCMEDPT-25,KG,0.00,264.76,264.76,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20MPMEDPT-25,CU20MPMEDPT-25,KG,102.99,48.52,151.51,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU21.5MPMEDPT-25,CU21.5MPMEDPT-25,KG,109.08,38.25,54.68,0.00,0.00,0.00,0.00,92.65
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU21HCMEDPT-25,CU21HCMEDPT-25,KG,0.00,292.57,292.57,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU21MPMEDPT-25,CU21MPMEDPT-25,KG,33.92,20.48,54.40,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.25MPMEDM-266,CU22.25MPMEDM-266,KG,0.00,558.02,558.02,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.5HCMEDPT-25,CU22.5HCMEDPT-25,KG,103.82,495.19,575.15,0.00,0.00,0.00,0.00,23.86
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.5MPMEDM-266,CU22.5MPMEDM-266,KG,0.00,123.10,117.80,0.00,0.00,0.00,0.00,5.30
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.5MPMEDPT-25,CU22.5MPMEDPT-25,KG,19.51,117.80,137.31,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22HCMEDPT-25,CU22HCMEDPT-25,KG,0.00,888.92,888.92,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22MPMEDM-266,CU22MPMEDM-266,KG,67.54,1134.77,905.43,0.00,0.00,0.00,0.00,296.88
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU23.5DCMEDPT-25,CU23.5DCMEDPT-25,KG,1042.04,98.55,1140.58,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU23MPMEDPT-25,CU23MPMEDPT-25,KG,335.68,1119.50,1433.95,0.00,0.00,0.00,0.00,21.23
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU24DCMEDPT-25,CU24DCMEDPT-25,KG,0.00,20.89,20.89,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU24HCMEDPT-25,CU24HCMEDPT-25,KG,0.00,97.12,97.12,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU24MPMEDPT-25,CU24MPMEDPT-25,KG,121.16,2003.40,1853.16,0.00,0.00,0.00,0.00,271.39
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25DCMEDPT-25,CU25DCMEDPT-25,KG,163.28,518.46,313.43,0.00,0.00,0.00,0.00,368.30
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25HCMEDPT-25,CU25HCMEDPT-25,KG,0.00,106.36,106.36,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25MPMEDPT-25,CU25MPMEDPT-25,KG,296.36,2447.61,2485.94,0.00,0.00,0.00,0.00,258.02
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25SSFINEPT-25,CU25SSFINEPT-25,KG,0.00,523.30,523.30,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU26FCMEDPT-25,CU26FCMEDPT-25,KG,7.20,0.00,0.00,0.00,0.00,0.00,0.00,7.20
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU26HCMEDPT-25,CU26HCMEDPT-25,KG,0.00,226.39,226.39,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU26MPMEDPT-25,CU26MPMEDPT-25,KG,0.00,2051.12,1734.58,0.00,0.00,0.00,0.00,316.53
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27DCMEDPT-25,CU27DCMEDPT-25,KG,0.00,918.57,766.82,0.00,0.00,0.00,0.00,151.76
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27FCMEDPT-25,CU27FCMEDPT-25,KG,58.05,0.00,0.00,0.00,0.00,0.00,0.00,58.05
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27MPFINEPT-25,CU27MPFINEPT-25,KG,0.00,56.70,12.83,0.00,0.00,0.00,0.00,43.88
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27SSFINEPT-25,CU27SSFINEPT-25,KG,0.00,636.84,636.84,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU28HCMEDPT-25,CU28HCMEDPT-25,KG,0.00,109.17,109.17,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU29DCMEDPT-25,CU29DCMEDPT-25,KG,0.00,1994.82,1810.62,0.00,0.00,0.00,0.00,184.20
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU29SSMEDPT-10,CU29SSMEDPT-10,KG,3.84,3.84,3.84,0.00,0.00,0.00,0.00,3.84
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,19.15,10075.07,9360.69,0.00,0.00,0.00,0.00,733.53
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU31SSMEDPT-10,CU31SSMEDPT-10,KG,12.04,0.00,12.04,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32*2SSMEDPT-10,CU32*2SSMEDPT-10,KG,5.70,0.00,0.00,0.00,0.00,0.00,0.00,5.70
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32DCMEDPT-25,CU32DCMEDPT-25,KG,0.00,73.22,36.04,0.00,0.00,0.00,0.00,37.17
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32SSFINEPT-10,CU32SSFINEPT-10,KG,11.73,704.21,715.94,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32SSMEDPT-10,CU32SSMEDPT-10,KG,0.00,7730.84,7120.61,0.00,0.00,0.00,0.00,610.24
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU33DCMEDPT-10,CU33DCMEDPT-10,KG,24.38,0.00,0.00,0.00,0.00,0.00,0.00,24.38
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU33FCMEDPT-10,CU33FCMEDPT-10,KG,0.00,702.44,392.90,0.00,0.00,0.00,0.00,309.54
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU33SSMEDPT-10,CU33SSMEDPT-10,KG,80.50,6064.06,6122.48,0.00,0.00,0.00,0.00,22.07
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU34FCMEDPT-10,CU34FCMEDPT-10,KG,0.00,1423.06,1423.06,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,418.14,15909.47,13724.12,0.00,0.00,0.00,0.00,2603.48
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU35*2SSMEDPT-10,CU35*2SSMEDPT-10,KG,27.48,157.64,185.12,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU36FCMEDPT-10,CU36FCMEDPT-10,KG,0.00,1964.54,1964.54,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU36SSMEDPT-10,CU36SSMEDPT-10,KG,37.22,2282.45,2216.69,0.00,0.00,0.00,0.00,102.98
