,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,
,,SI001251,29-05-2015,CU0.95DCMEDPT-180,INR,G K WINDING WIRES LTD. - PUNE,658.540,KG,5742.469,0000010100085,718.000,0.000,0.000,0.000,0.000,6460.469,,,,,,,,
,,SI001255,29-05-2015,CU0.363HSSFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,494.025,KG,13867.282,0000010100086,1733.000,0.000,0.000,0.000,0.000,15600.282,,,,,,,,
,,SI001264,29-05-2015,CU0.25SSFINEPT-10,INR,Elin Electronics Ltd,274.640,KG,5366.466,0000010100027,671.000,241.000,60.000,0.000,0.000,6338.466,,,,,,,,
,,,,CU40SSMEDPT-4,INR,Elin Electronics Ltd,785.900,KG,15356.486,0000010100086,960.000,346.000,87.000,0.000,0.000,18142.486,,,,,,,,
,,SI001265,29-05-2015,CU36SSNYLONMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),4680.110,KG,214161.834,0000010100027,26770.000,0.000,0.000,4818.000,0.000,245749.834,,,,,,,,
,,,,CU37SSMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),2492.270,KG,114046.275,0000010100086,14256.000,0.000,0.000,2566.000,0.000,130868.275,,,,,,,,
,,,,CU38SSMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),137.740,KG,6302.982,0000010100086,788.000,0.000,0.000,142.000,0.000,7232.982,,,,,,,,
,,SI001294,30-05-2015,CU30MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,4085.840,KG,90787.365,0000010100091,8657.000,0.000,0.000,0.000,0.000,102135.365,,,,,,,,
,,,,CU30MPMEDPT-25,INR,G K WINDING WIRES LTD. - DELHI,506.585,KG,11256.319,0000010100091,1407.000,0.000,0.000,0.000,0.000,12663.319,,,,,,,,
,,,,CU32MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,6171.325,KG,137126.842,0000010100091,10132.000,0.000,0.000,0.000,0.000,154266.842,,,,,,,,
,,,,CU33MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,532.225,KG,11826.040,0000010100091,1478.000,0.000,0.000,0.000,0.000,13304.040,,,,,,,,
,,,,CU34MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,2108.920,KG,46860.202,0000010100091,3627.000,0.000,0.000,0.000,0.000,52718.202,,,,,,,,
,,SI001327,02-06-2015,CU0.55DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,172.415,KG,6134.526,0000010100089,767.000,0.000,0.000,0.000,0.000,6901.526,,,,,,,,
,,,,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1445.920,KG,51445.834,0000010100089,6431.000,0.000,0.000,0.000,0.000,57876.834,,,,,,,,
,,SI001329,02-06-2015,CU0.87DCFINEPT-180,INR,G K WINDING WIRES LTD. - PUNE,1163.500,KG,42418.282,0000010100085,5302.000,0.000,0.000,0.000,0.000,47720.282,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page 6 of,,,, 11
,"13-Jul-2015 , 3.35 PM",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,
,,,,,,,,,,,,,,,,,,,Sale Invoice Register,,,,,
,,,,,,,,,,,,,,,,,,,,,01-04-2015,,23-06-2015,
,,,,,,,,,,,,,,,,,,From,,,,To,,
Organisation : G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,
,,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2.00%,,Net Amount,,,,,,,,
,,SI001329,02-06-2015,CU0.95DCMEDPT-180,INR,G K WINDING WIRES LTD. - PUNE,1144.660,KG,36594.780,0000010100085,4574.000,0.000,0.000,0.000,0.000,41168.780,,,,,,,,
,,,,CU2DCMEDPT-90,INR,G K WINDING WIRES LTD. - PUNE,734.660,KG,23487.080,0000010100085,2936.000,0.000,0.000,0.000,0.000,26423.080,,,,,,,,
,,SI001371,04-06-2015,CU30MPFINEPT-10,INR,G K WINDING WIRES LTD. - DELHI,514.125,KG,7876.395,0000010100027,985.000,0.000,0.000,0.000,0.000,8861.395,,,,,,,,
,,,,CU30MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,696.290,KG,6962.900,0000010100091,870.000,0.000,0.000,0.000,0.000,7832.900,,,,,,,,
,,,,CU33MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,52.490,KG,524.900,0000010100091,66.000,0.000,0.000,0.000,0.000,590.900,,,,,,,,
,,,,CU34MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,145.640,KG,1456.400,0000010100091,182.000,0.000,0.000,0.000,0.000,1638.400,,,,,,,,
,,,,CU34SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,252.660,KG,1351.731,0000010100086,169.000,0.000,0.000,0.000,0.000,1520.731,,,,,,,,
,,SI001372,04-06-2015,CU0.55DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,946.645,KG,33681.629,0000010100089,4210.000,0.000,0.000,0.000,0.000,37891.629,,,,,,,,
,,,,CU0.6DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,973.800,KG,34647.804,0000010100089,4331.000,0.000,0.000,0.000,0.000,38978.804,,,,,,,,
,,SI001382,04-06-2015,CU0.23SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,126.025,KG,378.075,0000010100086,47.000,0.000,0.000,0.000,0.000,425.075,,,,,,,,
,,SI001397,05-06-2015,CU0.55DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,485.295,KG,17266.796,0000010100089,2158.000,0.000,0.000,0.000,0.000,19424.796,,,,,,,,
,,,,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1068.835,KG,38029.149,0000010100089,4754.000,0.000,0.000,0.000,0.000,42783.149,,,,,,,,
,,,,CU0.57MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,368.010,KG,13093.796,0000010100089,1637.000,0.000,0.000,0.000,0.000,14730.796,,,,,,,,
,,,,CU0.6DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,465.725,KG,16570.496,0000010100089,2071.000,0.000,0.000,0.000,0.000,18641.496,,,,,,,,
,,SI001398,05-06-2015,CU2.24MCMEDPT-90,INR,G K WINDING WIRES LTD. - PUNE,746.485,KG,19692.274,0000010100085,2462.000,0.000,0.000,0.000,0.000,22154.274,,,,,,,,
,,,,CU2DCMEDPT-90,INR,G K WINDING WIRES LTD. - PUNE,1836.000,KG,48433.680,0000010100085,6054.000,0.000,0.000,0.000,0.000,54487.680,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page 7 of,,,, 11
,"13-Jul-2015 , 3.35 PM",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,
,,,,,,,,,,,,,,,,,,,Sale Invoice Register,,,,,
,,,,,,,,,,,,,,,,,,,,,01-04-2015,,23-06-2015,
,,,,,,,,,,,,,,,,,,From,,,,To,,
Organisation : G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,
,,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2.00%,,Net Amount,,,,,,,,
,,SI001431,06-06-2015,CU0.56DCSBMEDPT-25,INR,G K WINDING WIRES LTD. - PUNE,480.380,KG,16861.338,0000010100085,2108.000,0.000,0.000,0.000,0.000,18969.338,,,,,,,,
,,SI001444,06-06-2015,"CU20MPMEDPT-10""",INR,G K WINDING WIRES LTD. - DELHI,71.445,KG,445.102,0000010100086,56.000,0.000,0.000,0.000,0.000,501.102,,,,,,,,
,,,,CU39SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,133.950,KG,2040.058,0000010100027,255.000,0.000,0.000,0.000,0.000,2295.058,,,,,,,,
,,SI001449,06-06-2015,CU30MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,781.230,KG,7812.300,0000010100091,977.000,0.000,0.000,0.000,0.000,8789.300,,,,,,,,
,,SI001469,08-06-2015,CU0.87DCFINEPT-180,INR,G K WINDING WIRES LTD. - PUNE,1927.080,KG,50836.370,0000010100085,6354.000,0.000,0.000,0.000,0.000,57190.370,,,,,,,,
,,SI001471,08-06-2015,CU0.53DCFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,2612.215,KG,92942.610,0000010100027,11618.000,0.000,0.000,0.000,0.000,104560.610,,,,,,,,
,,SI001511,10-06-2015,CU0.363HSSFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,593.420,KG,5518.806,0000010100086,690.000,0.000,0.000,0.000,0.000,6208.806,,,,,,,,
,,SI001514,10-06-2015,CU0.112SSFINEPT-4,INR,G K WINDING WIRES LTD. - FARIDABAD,216.250,KG,4013.600,0000010100087,502.000,0.000,0.000,0.000,0.000,4515.600,,,,,,,,
,,SI001515,10-06-2015,CU0.5DCMEDPT-45,INR,HONDA SIEL POWER PRODUCTS LTD,736.235,KG,1472.470,0000010100027,184.000,66.000,17.000,0.000,0.000,1739.470,,,,,,,,
,,,,CU1.2DCMEDPT-45,INR,HONDA SIEL POWER PRODUCTS LTD,462.270,KG,924.540,0000010100027,116.000,42.000,10.000,0.000,0.000,1092.540,,,,,,,,
,,,,CU1DCMEDPT-45,INR,HONDA SIEL POWER PRODUCTS LTD,465.070,KG,930.140,0000010100027,116.000,42.000,10.000,0.000,0.000,1098.140,,,,,,,,
,,SI001527,11-06-2015,CU0.95DCMEDPT-180,INR,G K WINDING WIRES LTD. - PUNE,615.500,KG,16236.890,0000010100085,2030.000,0.000,0.000,0.000,0.000,18266.890,,,,,,,,
,,SI001556,12-06-2015,CU0.112SSFINEPT-4,INR,G K WINDING WIRES LTD. - FARIDABAD,195.805,KG,3634.141,0000010100087,454.000,0.000,0.000,0.000,0.000,4088.141,,,,,,,,
,,,,CU0.72MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,365.640,KG,8885.052,0000010100091,1111.000,0.000,0.000,0.000,0.000,9996.052,,,,,,,,
,,SI001565,12-06-2015,CU25MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,53.495,KG,53.495,0000010100086,7.000,0.000,0.000,0.000,0.000,60.495,,,,,,,,
,,SI001578,13-06-2015,AL29MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,210.400,KG,7584.920,0000010100094,948.000,0.000,0.000,0.000,0.000,8532.920,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page 8 of,,,, 11
,"13-Jul-2015 , 3.35 PM",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,
,,,,,,,,,,,,,,,,,,,Sale Invoice Register,,,,,
,,,,,,,,,,,,,,,,,,,,,01-04-2015,,23-06-2015,
,,,,,,,,,,,,,,,,,,From,,,,To,,
Organisation : G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,
,,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2.00%,,Net Amount,,,,,,,,
,,SI001587,15-06-2015,CU0.72MPMEDPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,996.335,KG,288.937,0000010100090,36.000,0.000,0.000,0.000,0.000,324.937,,,,,,,,
,,SI001597,15-06-2015,CU33MPMEDPT-10,INR,G K WINDING WIRES LTD. - PUNE,151.525,KG,1254.627,0000010100091,157.000,0.000,0.000,0.000,0.000,1411.627,,,,,,,,
,,,,CU36MPMEDPT-10,INR,G K WINDING WIRES LTD. - PUNE,135.605,KG,848.887,0000010100091,106.000,0.000,0.000,0.000,0.000,954.887,,,,,,,,
,,SI001614,16-06-2015,CU34SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,97.345,KG,518.849,0000010100086,65.000,0.000,0.000,0.000,0.000,583.849,,,,,,,,
,,SI001615,16-06-2015,AL0.75MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,157.675,KG,162.405,0000010100092,20.000,0.000,0.000,0.000,0.000,182.405,,,,,,,,
,,,,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1139.535,KG,1173.721,0000010100093,147.000,0.000,0.000,0.000,0.000,1320.721,,,,,,,,
,,SI001623,16-06-2015,CU0.53DCFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,2489.120,KG,69147.754,0000010100027,8643.000,0.000,0.000,0.000,0.000,77790.754,,,,,,,,
,,,,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1484.000,KG,474.880,0000010100089,59.000,0.000,0.000,0.000,0.000,533.880,,,,,,,,
,,SI001625,16-06-2015,CU0.87DCFINEPT-180,INR,G K WINDING WIRES LTD. - PUNE,1965.100,KG,52821.888,0000010100085,6603.000,0.000,0.000,0.000,0.000,59424.888,,,,,,,,
,,SI001651,17-06-2015,CU0.35MCFINEPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,165.270,KG,170.228,0000010100088,21.000,0.000,0.000,0.000,0.000,191.228,,,,,,,,
,,,,CU0.55DCFINEPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,733.475,KG,755.479,0000010100088,94.000,0.000,0.000,0.000,0.000,849.479,,,,,,,,
,,,,CU0.58DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,752.010,KG,774.570,0000010100088,97.000,0.000,0.000,0.000,0.000,871.570,,,,,,,,
,,,,CU0.5DCFINEPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,165.770,KG,170.743,0000010100088,21.000,0.000,0.000,0.000,0.000,191.743,,,,,,,,
,,,,CU0.6DCFINEPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,406.545,KG,418.741,0000010100088,52.000,0.000,0.000,0.000,0.000,470.741,,,,,,,,
,,,,CU0.95DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,201.310,KG,207.349,0000010100088,26.000,0.000,0.000,0.000,0.000,233.349,,,,,,,,
,,,,CU1DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,499.480,KG,514.464,0000010100088,64.000,0.000,0.000,0.000,0.000,578.464,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page 9 of,,,, 11
,"13-Jul-2015 , 3.35 PM",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,
,,,,,,,,,,,,,,,,,,,Sale Invoice Register,,,,,
,,,,,,,,,,,,,,,,,,,,,01-04-2015,,23-06-2015,
,,,,,,,,,,,,,,,,,,From,,,,To,,
Organisation : G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,
,,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2.00%,,Net Amount,,,,,,,,
,,SI001653,17-06-2015,CU24MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,105.430,KG,316.290,0000010100086,40.000,0.000,0.000,0.000,0.000,356.290,,,,,,,,
,,SI001688,18-06-2015,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,2214.965,KG,708.789,0000010100089,89.000,0.000,0.000,0.000,0.000,797.789,,,,,,,,
,,,,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,458.155,KG,471.900,0000010100091,59.000,0.000,0.000,0.000,0.000,530.900,,,,,,,,
,,SI001689,18-06-2015,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1137.430,KG,1171.553,0000010100093,146.000,0.000,0.000,0.000,0.000,1317.553,,,,,,,,
,,SI001709,19-06-2015,CU35SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,412.535,KG,8085.686,0000010100090,1011.000,0.000,0.000,0.000,0.000,9096.686,,,,,,,,
,,SI001710,19-06-2015,CU0.55DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,946.815,KG,302.981,0000010100089,38.000,0.000,0.000,0.000,0.000,340.981,,,,,,,,
,,,,CU0.65MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,369.350,KG,118.192,0000010100089,15.000,0.000,0.000,0.000,0.000,133.192,,,,,,,,
,,SI001731,20-06-2015,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1096.270,KG,1129.158,0000010100093,141.000,0.000,0.000,0.000,0.000,1270.158,,,,,,,,
,,SI001732,20-06-2015,CU0.87DCFINEPT-180,INR,G K WINDING WIRES LTD. - PUNE,641.400,KG,17240.832,0000010100085,2155.000,0.000,0.000,0.000,0.000,19395.832,,,,,,,,
,,,,CU0.95DCMEDPT-180,INR,G K WINDING WIRES LTD. - PUNE,1316.520,KG,35388.058,0000010100085,4424.000,0.000,0.000,0.000,0.000,39812.058,,,,,,,,
,,SI001753,20-06-2015,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,746.370,KG,238.838,0000010100089,30.000,0.000,0.000,0.000,0.000,268.838,,,,,,,,
,,,,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,690.500,KG,711.215,0000010100091,89.000,0.000,0.000,0.000,0.000,800.215,,,,,,,,
,,,,CU25MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,111.045,KG,444.180,0000010100086,56.000,0.000,0.000,0.000,0.000,500.180,,,,,,,,
,,SI001754,20-06-2015,AL1.03MPMEDM266,INR,G K WINDING WIRES LTD. - FARIDABAD,550.065,KG,3272.887,0000010100108,409.000,0.000,0.000,0.000,0.000,3681.887,,,,,,,,
,,,,AL1.84MPMEDM266,INR,G K WINDING WIRES LTD. - FARIDABAD,696.140,KG,4142.033,0000010100108,517.000,0.000,0.000,0.000,0.000,4659.033,,,,,,,,
,,,,AL2.22MPMEDM266,INR,G K WINDING WIRES LTD. - FARIDABAD,789.405,KG,4696.960,0000010100108,586.000,0.000,0.000,0.000,0.000,5282.960,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page 10 of,,,, 11
,"13-Jul-2015 , 3.35 PM",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,
,,,,,,,,,,,,,,,,,,,Sale Invoice Register,,,,
,,,,,,,,,,,,,,,,,,,,,01-04-2015,,23-06-2015
,,,,,,,,,,,,,,,,,,From,,,,To,
Organisation : G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,
,,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2.00%,,Net Amount,,,,,,,
,,SI001772,22-06-2015,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1110.885,KG,1144.212,0000010100091,143.000,0.000,0.000,0.000,0.000,1287.212,,,,,,,
,,SI001773,22-06-2015,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,638.360,KG,657.511,0000010100093,82.000,0.000,0.000,0.000,0.000,739.511,,,,,,,
,,SI001803,23-06-2015,CU0.57MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,366.930,KG,117.418,0000010100089,15.000,0.000,0.000,0.000,0.000,132.418,,,,,,,
,,,,CU0.65MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,370.305,KG,118.498,0000010100089,15.000,0.000,0.000,0.000,0.000,133.498,,,,,,,
,,   Total Amount  ,,,,,1329295.395,,498454654.891,,278428.000,957.000,239.000,14482.000,0.000,554605121.571,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"13-Jul-2015 , 3.35 PM",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page 11 of,,, 11
,"----------End Of Report----------
Generated by ebizframe 10",,,,,,,,,,,,,,,,,,,,,,
